Company Name,Country,Sector,Subsector,Overall ESG RATING,Overall ESG SCORE,Environmental SCORE,Social SCORE,Governance SCORE
RCS & RDS SA,RO,Telecommunication Services,Integrated Telecommunication Services,BB,3.4,8,4.8,3.4
RCS Trust,SG,Real Estate Management & Services,Retail REITs,A,7.1,7.7,6.5,6.1
RE1 LIMITED,AU,Real Estate Management & Services,Retail REITs,A,6.6,6.6,2.2,8
REA GROUP LTD,AU,Interactive Media & Services,Interactive Media & Services,A,6.2,8.8,3.3,5.7
REACH PLC,GB,Media & Entertainment,Publishing,AA,8.5,5,5.3,7.6
READY CAPITAL CORPORATION,US,Asset Management & Custody Banks,Mortgage REITs,BB,3.2,6.7,3.1,5.4
"REALIZE CREDITO, FINANCIAMENTO E INVESTIMENTO SA",BR,Retail - Consumer Discretionary,Department Stores,A,7.1,6.7,5.3,5.4
REALKREDIT DANMARK AS,DK,Banks,Diversified Banks,BBB,5.7,6.5,4.1,6.1
REALOGY GROUP LLC,US,Real Estate Development & Diversified Activities,Real Estate Services,A,5.8,4.9,6.5,6.1
REALOGY HOLDINGS CORP,US,Real Estate Management & Services,Real Estate Services,A,5.8,4.9,6.5,6.1
REALORD GROUP HOLDINGS LIMITED,HK,Trading Companies & Distributors,Trading Companies & Distributors,BBB,5.1,3.9,6.5,4.2
REALTY INCOME CORPORATION,US,Real Estate Management & Services,Retail REITs,BBB,5,4.7,6,5.3
REASSURE GROUP PLC,GB,Life & Health Insurance,Life & Health Insurance,A,7,5.6,3.9,7.3
"REATA PHARMACEUTICALS, INC",US,Pharmaceuticals,Pharmaceuticals,BBB,5,8.1,6.1,4.7
REC LIMITED,IN,Diversified Financials,Specialized Finance,B,1.9,0.8,6.4,3.3
REC SILICON ASA,NO,Semiconductors & Semiconductor Equipment,Semiconductor Equipment,B,2.4,4.8,2.3,5.4
RECKITT BENCKISER GROUP PLC,GB,Household & Personal Products,Household Products,AA,8,6.3,4.3,6.5
RECKITT BENCKISER TREASURY SERVICES PLC,GB,Household & Personal Products,Household Products,AA,8,6.3,4.3,6.5
"RECKSON OPERATING PARTNERSHIP, LP",US,Real Estate Management & Services,Office REITs,BBB,4.7,8.5,5.8,2.6
RECORDATI INDUSTRIA CHIMICA E FARMACEUTICA SPA,IT,Pharmaceuticals,Pharmaceuticals,A,6.9,3.1,4.7,5.6
RECTICEL NV,BE,Commodity Chemicals,Commodity Chemicals,AA,8.1,5.4,0.4,7
RECTICEL SAS,FR,Commodity Chemicals,Commodity Chemicals,AA,8.1,5.4,0.4,7
RED 5 LIMITED,AU,Metals and Mining - Precious Metals,Gold,BB,3,1.1,2.6,7.3
"RED HAT, INC",US,Software & Services,IT Consulting & Other Services,AA,7.4,9.1,5.4,5.2
"RED ROCK RESORTS, INC",US,Casinos & Gaming,Casinos & Gaming,B,1.6,3.4,2.9,4
REDDE NORTHGATE PLC,GB,Road & Rail Transport,Trucking,AAA,10,7.9,6,5.8
REDEFINE PROPERTIES LIMITED,ZA,Real Estate Management & Services,Diversified REITs,AA,7.9,6.2,5.7,6.9
REDEVANCES AURIFERES OSISKO LTEE,CA,Metals and Mining - Precious Metals,Gold,A,6.7,5.8,5,5.1
REDFIN CORPORATION,US,Real Estate Management & Services,Real Estate Services,B,1.6,1.9,4.7,5.2
REDINGTON (INDIA) LIMITED,IN,"Electronic Equipment, Instruments & Components",Technology Distributors,BBB,4.8,3.3,3.8,5.1
REDROW PLC,GB,Real Estate Development & Diversified Activities,Homebuilding,AA,7.5,5.5,6.1,7.4
REDSTART LABS (INDIA) LIMITED,IN,Interactive Media & Services,Interactive Media & Services,AA,7.3,8.3,5.7,4.1
REDSUN PROPERTIES GROUP LIMITED,CN,Real Estate Development & Diversified Activities,Real Estate Development,B,2.4,3.1,0.7,3.7
"REDWOOD TRUST, INC",US,Asset Management & Custody Banks,Mortgage REITs,BB,2.9,8,4.1,4.6
REECE LIMITED,AU,Trading Companies & Distributors,Trading Companies & Distributors,A,6.3,3.5,7,5.7
REFINITIV US HOLDINGS INC,US,Diversified Financials,Financial Exchanges & Data,AA,8.1,10,5.3,5.5
REGAL LIMITED,KY,Investment Banking & Brokerage,Diversified Capital Markets,A,7.1,8.6,4.7,3.7
REGENCY CENTERS CORPORATION,US,Real Estate Management & Services,Retail REITs,BBB,5,5.9,5.6,4.9
"REGENCY CENTERS, LP",US,Real Estate Management & Services,Retail REITs,BBB,5,5.9,5.6,4.9
"REGENERON PHARMACEUTICALS, INC",US,Biotechnology,Biotechnology,BBB,5.5,6.3,6,3.2
REGIE AUTONOME DES TRANSPORTS PARISIENS EPIC,FR,Road & Rail Transport,,A,6.9,7.3,3.8,4.1
"REGIONAL, SAB DE CV",MX,Banks,Regional Banks,BB,3,0.4,4.3,4.3
REGIONS FINANCIAL CORPORATION,US,Banks,Regional Banks,AA,8.4,6.4,4.4,5.9
REGIS RESOURCES LIMITED,AU,Metals and Mining - Precious Metals,Gold,BB,4.1,0.5,4.3,6.9
"REINSURANCE GROUP OF AMERICA, INCORPORATED",US,Multi-Line Insurance & Brokerage,Reinsurance,BBB,5,5.3,4.7,6.6
"REKOR SYSTEMS, INC",US,Software & Services,Application Software,A,6.9,5.3,4.2,4.7
RELIANCE AMBIT TRADE PRIVATE LIMITED,IN,"Oil & Gas Refining, Marketing, Transportation & Storage",Oil & Gas Refining & Marketing,BBB,4.9,5.1,5.2,4.3
RELIANCE BRANDS LIMITED,IN,"Oil & Gas Refining, Marketing, Transportation & Storage",Oil & Gas Refining & Marketing,BBB,4.9,5.1,5.2,4.3
RELIANCE COMMERCIAL DEALERS LIMITED,IN,"Oil & Gas Refining, Marketing, Transportation & Storage",Oil & Gas Refining & Marketing,BBB,4.9,5.1,5.2,4.3
RELIANCE COMTRADE PRIVATE LIMITED,IN,"Oil & Gas Refining, Marketing, Transportation & Storage",Oil & Gas Refining & Marketing,BBB,4.9,5.1,5.2,4.3
RELIANCE CONTENT DISTRIBUTION LIMITED,IN,"Oil & Gas Refining, Marketing, Transportation & Storage",Oil & Gas Refining & Marketing,BBB,4.9,5.1,5.2,4.3
RELIANCE CORPORATE IT PARK LIMITED,IN,"Oil & Gas Refining, Marketing, Transportation & Storage",Oil & Gas Refining & Marketing,BBB,4.9,5.1,5.2,4.3
RELIANCE EMINENT TRADING & COMMERCIAL PRIVATE LIMITED,IN,"Oil & Gas Refining, Marketing, Transportation & Storage",Oil & Gas Refining & Marketing,BBB,4.9,5.1,5.2,4.3
RELIANCE FINANCIAL CORPORATION,US,Software & Services,Data Processing & Outsourced Services,A,7.1,8.7,5.4,4.9
RELIANCE GAS PIPELINES LIMITED,IN,"Oil & Gas Refining, Marketing, Transportation & Storage",Oil & Gas Refining & Marketing,BBB,4.9,5.1,5.2,4.3
RELIANCE INDUSTRIAL INVESTMENTS AND HOLDINGS LIMITED,IN,"Oil & Gas Refining, Marketing, Transportation & Storage",Oil & Gas Refining & Marketing,BBB,4.9,5.1,5.2,4.3
RELIANCE INDUSTRIES LIMITED,IN,"Oil & Gas Refining, Marketing, Transportation & Storage",Oil & Gas Refining & Marketing,BBB,4.9,5.1,5.2,4.3
RELIANCE INFRASTRUCTURE LIMITED,IN,Utilities,Electric Utilities,CCC,0.4,3.2,5.8,1
RELIANCE JIO INFOCOMM LIMITED,IN,"Oil & Gas Refining, Marketing, Transportation & Storage",Oil & Gas Refining & Marketing,BBB,4.9,5.1,5.2,4.3
RELIANCE PAYMENT SOLUTIONS LIMITED,IN,"Oil & Gas Refining, Marketing, Transportation & Storage",Oil & Gas Refining & Marketing,BBB,4.9,5.1,5.2,4.3
RELIANCE PROJECTS & PROPERTY MANAGEMENT SERVICES LIMITED,IN,"Oil & Gas Refining, Marketing, Transportation & Storage",Oil & Gas Refining & Marketing,BBB,4.9,5.1,5.2,4.3
RELIANCE PROLIFIC COMMERCIAL PRIVATE LIMITED,IN,"Oil & Gas Refining, Marketing, Transportation & Storage",Oil & Gas Refining & Marketing,BBB,4.9,5.1,5.2,4.3
RELIANCE RETAIL LIMITED,IN,"Oil & Gas Refining, Marketing, Transportation & Storage",Oil & Gas Refining & Marketing,BBB,4.9,5.1,5.2,4.3
RELIANCE RETAIL VENTURES LIMITED,IN,"Oil & Gas Refining, Marketing, Transportation & Storage",Oil & Gas Refining & Marketing,BBB,4.9,5.1,5.2,4.3
RELIANCE SMSL LIMITED,IN,"Oil & Gas Refining, Marketing, Transportation & Storage",Oil & Gas Refining & Marketing,BBB,4.9,5.1,5.2,4.3
RELIANCE STANDARD LIFE GLOBAL FUNDING II,US,Life & Health Insurance,Property & Casualty Insurance,A,7,5.2,4.9,5.6
RELIANCE STEEL & ALUMINUM CO,US,Steel,Steel,A,7.1,4.2,3.6,6.8
RELIANCE STRATEGIC BUSINESS VENTURES LIMITED,IN,"Oil & Gas Refining, Marketing, Transportation & Storage",Oil & Gas Refining & Marketing,BBB,4.9,5.1,5.2,4.3
RELIANCE UNIVERSAL TRADERS PRIVATE LIMITED,IN,"Oil & Gas Refining, Marketing, Transportation & Storage",Oil & Gas Refining & Marketing,BBB,4.9,5.1,5.2,4.3
RELIANCE VANTAGE RETAIL LIMITED,IN,"Oil & Gas Refining, Marketing, Transportation & Storage",Oil & Gas Refining & Marketing,BBB,4.9,5.1,5.2,4.3
RELIANCE WORLDWIDE CORPORATION LIMITED,AU,Building Products,Building Products,AA,8.4,5.2,5.7,7.3
RELX Capital Inc,US,Media,Research & Consulting Services,AAA,10,10,7.7,7.3
RELX Finance BV,NL,Professional Services,Research & Consulting Services,AAA,10,10,7.7,7.3
RELX INC,US,Professional Services,Research & Consulting Services,AAA,10,10,7.7,7.3
RELX PLC,GB,Professional Services,Research & Consulting Services,AAA,10,10,7.7,7.3
"REMAX HOLDINGS, INC",US,Real Estate Management & Services,Real Estate Services,B,2.6,3.6,4.9,2.8
"REMAX, LLC",US,Real Estate Management & Services,Real Estate Services,B,2.6,3.6,4.9,2.8
REMGRO LIMITED,ZA,Diversified Financials,Multi-Sector Holdings,A,6.2,9.8,4.2,4.7
REMY COINTREAU SA,FR,Beverages,Distillers & Vintners,AA,8.4,6,5.9,6.3
"REN - REDES ENERGETICAS NACIONAIS, SGPS, SA",PT,Utilities,Multi-Utilities,BBB,5.4,6.1,5.3,4.9
REN Finance BV,NL,Utilities,Multi-Utilities,BBB,5.4,6.1,5.3,4.9
RENA GmbH,DE,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",AA,7.6,2.9,6,5.8
RENAISSANCERE FINANCE INC,US,Multi-Line Insurance & Brokerage,Reinsurance,BB,3.7,3,3.2,6.8
RENAISSANCERE HOLDINGS LTD,BM,Multi-Line Insurance & Brokerage,Reinsurance,BB,3.7,3,3.2,6.8
RENAULT SA,FR,Automobiles,Automobile Manufacturers,BBB,4.9,6.4,4,2.4
RENEW AKSHAY URJA LIMITED,IN,Utilities,Renewable Electricity,A,7,9.5,3.3,5.2
RENEW CLEAN ENERGY PRIVATE LIMITED,IN,Utilities,Renewable Electricity,A,7,9.5,3.3,5.2
RENEW MEGA SOLAR POWER PRIVATE LIMITED,IN,Utilities,Renewable Electricity,A,7,9.5,3.3,5.2
RENEW POWER PRIVATE LIMITED,IN,Utilities,Renewable Electricity,A,7,9.5,3.3,5.2
RENEW SOLAR ENERGY (JHARKHAND THREE) PRIVATE LIMITED,IN,Utilities,Renewable Electricity,A,7,9.5,3.3,5.2
RENEW SOLAR ENERGY (KARNATAKA) PRIVATE LIMITED,IN,Utilities,Renewable Electricity,A,7,9.5,3.3,5.2
RENEW SOLAR ENERGY (TELANGANA) PRIVATE LIMITED,IN,Utilities,Renewable Electricity,A,7,9.5,3.3,5.2
RENEW SOLAR ENERGY (TN) PRIVATE LIMITED,IN,Utilities,Renewable Electricity,A,7,9.5,3.3,5.2
RENEW SOLAR POWER PRIVATE LIMITED,IN,Utilities,Renewable Electricity,A,7,9.5,3.3,5.2
RENEW WIND ENERGY (AP 3) PRIVATE LIMITED,IN,Utilities,Renewable Electricity,A,7,9.5,3.3,5.2
RENEW WIND ENERGY (AP) PRIVATE LIMITED,IN,Utilities,Renewable Electricity,A,7,9.5,3.3,5.2
RENEW WIND ENERGY (JATH) LIMITED,IN,Utilities,Renewable Electricity,A,7,9.5,3.3,5.2
RENEW WIND ENERGY (KARNATAKA) PRIVATE LIMITED,IN,Utilities,Renewable Electricity,A,7,9.5,3.3,5.2
RENEW WIND ENERGY (MAHARASHTRA) PRIVATE LIMITED,IN,Utilities,Renewable Electricity,A,7,9.5,3.3,5.2
RENEW WIND ENERGY (MP THREE) PRIVATE LIMITED,IN,Utilities,Renewable Electricity,A,7,9.5,3.3,5.2
RENEW WIND ENERGY (MP TWO) PRIVATE LIMITED,IN,Utilities,Renewable Electricity,A,7,9.5,3.3,5.2
RENEW WIND ENERGY (RAJASTHAN FOUR) PRIVATE LIMITED,IN,Utilities,Renewable Electricity,A,7,9.5,3.3,5.2
RENEW WIND ENERGY (RAJKOT) PRIVATE LIMITED,IN,Utilities,Renewable Electricity,A,7,9.5,3.3,5.2
RENEW WIND ENERGY (SHIVPUR) PRIVATE LIMITED,IN,Utilities,Renewable Electricity,A,7,9.5,3.3,5.2
RENEW WIND ENERGY (WELTURI) PRIVATE LIMITED,IN,Utilities,Renewable Electricity,A,7,9.5,3.3,5.2
RENEW WIND ENERGY DELHI PRIVATE LIMITED,IN,Utilities,Renewable Electricity,A,7,9.5,3.3,5.2
"RENEWABLE ENERGY GROUP, INC",US,"Oil & Gas Refining, Marketing, Transportation & Storage",Oil & Gas Refining & Marketing,A,6.5,4.8,6.7,5.7
RENEWI PLC,GB,Commercial Services & Supplies,Environmental & Facilities Services,AA,7.6,5.4,7,6.6
RENISHAW P L C,GB,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,A,6.1,4.4,5,4.7
"RENOVA, Inc",JP,Utilities,Renewable Electricity,A,6.7,10,3.2,4.4
"RENT-A-CENTER, INC",US,Retail - Consumer Discretionary,Computer & Electronics Retail,A,6.8,5,4.7,5.7
RENTOKIL INITIAL (1896) LIMITED,GB,Commercial Services & Supplies,Environmental & Facilities Services,AA,8.2,8.6,6.3,7
RENTOKIL INITIAL PLC,GB,Commercial Services & Supplies,Environmental & Facilities Services,AA,8.2,8.6,6.3,7
REPAY HOLDINGS CORPORATION,US,Software & Services,Data Processing & Outsourced Services,BB,2.9,7,3,2.5
REPLIGEN CORPORATION,US,Health Care Equipment & Supplies,Life Sciences Tools & Services,BBB,5.5,5.8,4.4,5.8
REPLY SPA,IT,Software & Services,IT Consulting & Other Services,A,6.2,6.2,3,7
REPSOL OIL & GAS CANADA INC,CA,Integrated Oil & Gas,Integrated Oil & Gas,A,6.9,5.7,7.5,4.7
"REPUBLIC BANCORP, INC",US,Banks,Regional Banks,BB,4.1,1.1,4,4.2
"REPUBLIC SERVICES, INC",US,Commercial Services & Supplies,Environmental & Facilities Services,A,6.5,5.6,5.4,6.3
RESIDENTIAL SECURE INCOME PLC,GB,Real Estate Management & Services,Residential REITs,B,1.8,5.5,0.3,6.2
RESIDEO FUNDING INC,US,Building Products,Building Products,A,6.8,5.5,6.2,5.9
"RESIDEO TECHNOLOGIES, INC",US,Building Products,Building Products,A,6.8,5.5,6.2,5.9
RESILIENT REIT LIMITED,ZA,Real Estate Management & Services,Retail REITs,B,1.8,3.6,1.5,6.1
RESMED INC,US,Health Care Equipment & Supplies,Health Care Equipment,AA,7.4,8.9,6.4,5.2
RESMED PTY LTD,AU,Health Care Equipment & Supplies,Health Care Equipment,AA,7.4,8.9,6.4,5.2
RESOLUTE FOREST PRODUCTS INC,CA,Paper & Forest Products,Paper Products,BB,3.4,3.9,3.2,6
RESOLUTE FP US INC,US,Paper & Forest Products,Paper Products,BB,3.4,3.9,3.2,6
RESOLUTE MINING LIMITED,AU,Metals and Mining - Precious Metals,Gold,A,6.8,3.6,5,6.9
RESOLUTION LIFE AUSTRALASIA LIMITED,AU,Asset Management & Custody Banks,Other Diversified Financial Services,A,6.1,10,5.5,5.1
RESORTS WORLD LAS VEGAS LLC,US,Casinos & Gaming,Casinos & Gaming,BB,3.5,4.6,4.9,2.6
"RESORTTRUST,INC",JP,Hotels & Travel,"Hotels, Resorts & Cruise Lines",A,6.3,4.8,7.5,3.8
RESOURCE CAPITAL TRUST II,US,Banks,Regional Banks,BBB,5.1,1.1,4.8,5.2
"RESOURCE LABEL GROUP, LLC",US,Asset Management & Custody Banks,Asset Management & Custody Banks,BB,3.5,6.7,5.1,3.2
"RESOURCES CONNECTION, INC",US,Professional Services,Research & Consulting Services,BB,3.3,7,3.7,5.8
RESPARCS FUNDING II LIMITED PARTNERSHIP,JE,Banks,,BBB,4.9,5.5,2.6,5.5
RESTAURANT BRANDS NEW ZEALAND LIMITED,NZ,Restaurants,Restaurants,BBB,4.3,4,3.6,5.9
"RESTORATION HARDWARE, INC",US,Retail - Consumer Discretionary,Homefurnishing Retail,BB,3.7,3,4,4.8
RESTORE PLC,GB,Commercial Services & Supplies,Diversified Support Services,AA,8.2,9,5.1,7.5
RETAIL ESTATES NV,BE,Real Estate Management & Services,Retail REITs,B,1.6,4.6,0.9,5.4
RETAIL OPPORTUNITY INVESTMENTS CORP,US,Real Estate Management & Services,Retail REITs,B,2.4,4,3.3,5
"RETAIL OPPORTUNITY INVESTMENTS PARTNERSHIP, LP",US,Real Estate Management & Services,Retail REITs,B,2.4,4,3.3,5
"RETAIL PARTNERS CO, LTD",JP,Retail - Food & Staples,Food Retail,BB,3.5,1.4,4.7,3.3
"RETAIL PROPERTIES OF AMERICA, INC",US,Real Estate Management & Services,Retail REITs,B,2.4,3.9,2.3,4.3
REUNERT LIMITED,ZA,Industrial Conglomerates,Industrial Conglomerates,AA,8.4,3.1,4.8,7
"REV GROUP, INC",US,Construction & Farm Machinery & Heavy Trucks,Construction Machinery & Heavy Trucks,BBB,5.1,2.7,5.2,5.3
"REVANCE THERAPEUTICS, INC",US,Pharmaceuticals,Pharmaceuticals,A,6.9,5.3,5.2,4.6
"REVERE POWER, LLC",US,Asset Management & Custody Banks,Asset Management & Custody Banks,BBB,5,10,6.4,2.5
REVLON CONSUMER PRODUCTS CORPORATION,US,Household & Personal Products,Personal Products,CCC,0,1.4,0.6,2.7
REVLON FINANCE LLC,US,Household & Personal Products,Personal Products,CCC,0,1.4,0.6,2.7
"REVLON, INC",US,Household & Personal Products,Personal Products,CCC,0,1.4,0.6,2.7
"REVOLVE GROUP, INC",US,Retail - Consumer Discretionary,Internet & Direct Marketing Retail,BBB,5.1,0.7,4.2,5
REX AMERICAN RESOURCES CORPORATION,US,"Oil & Gas Refining, Marketing, Transportation & Storage",Oil & Gas Refining & Marketing,B,1.9,2,4,4.9
REXEL SA,FR,Trading Companies & Distributors,Trading Companies & Distributors,AA,7.4,3.1,7.1,7.4
"REXFORD INDUSTRIAL REALTY, INC",US,Real Estate Management & Services,Industrial REITs,BB,3.9,5.5,2.9,5.8
"REXFORD INDUSTRIAL REALTY, LP",US,Real Estate Management & Services,Industrial REITs,BB,3.9,5.5,2.9,5.8
REYNOLDS CONSUMER PRODUCTS INC,US,Household & Personal Products,Household Products,CCC,0.5,2.6,1.9,3.6
REYNOLDS CONSUMER PRODUCTS LLC,US,Household & Personal Products,Household Products,CCC,0.5,2.6,1.9,3.6
RF Alts Finance I Ltd,KY,Banks,Diversified Banks,A,7.1,6.5,4.1,6
RFHIC CORPORATION,KR,Semiconductors & Semiconductor Equipment,Semiconductors,CCC,0,2.4,3,0
RGA CAPITAL TRUST I,US,Multi-Line Insurance & Brokerage,Reinsurance,BBB,5,5.3,4.7,6.6
RGS (AEGCO) FUNDING CORPORATION,US,Utilities,Electric Utilities,A,7.1,7,7.1,6.2
RH,US,Retail - Consumer Discretionary,Homefurnishing Retail,BB,3.7,3,4,4.8
RH INTERNATIONAL (SINGAPORE) CORPORATION PTE LTD,SG,Utilities,Independent Power Producers & Energy Traders,B,1.9,4,4.5,3.1
RHB BANK BERHAD,MY,Banks,Diversified Banks,AA,8.3,5,5.2,5.9
RHB INVESTMENT BANK BERHAD,MY,Banks,Diversified Banks,AA,8.3,5,5.2,5.9
RHB ISLAMIC BANK BERHAD,MY,Banks,Diversified Banks,AA,8.3,5,5.2,5.9
RHI Magnesita NV,AT,Construction Materials,Construction Materials,AA,7.3,4.3,4.2,6.2
"RHP HOTEL PROPERTIES, LP",US,Real Estate Management & Services,Hotel & Resort REITs,BB,3.4,5.6,3.5,5.4
"RIBBON COMMUNICATIONS OPERATING COMPANY, INC",US,Software & Services,Communications Equipment,A,6.4,4.9,5.4,5.5
RICHMOND UK HOLDCO LIMITED,GB,Asset Management & Custody Banks,Asset Management & Custody Banks,BBB,4.6,6.7,5,4.1
"RICOH COMPANY,LTD",JP,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",BBB,5.5,4.1,4.8,5.6
"RICOH LEASING COMPANY,LTD",JP,Diversified Financials,Specialized Finance,A,6.2,10,4.8,4.5
"RICOH USA, INC",US,"Technology Hardware, Storage & Peripherals",Office Services & Supplies,BBB,5.5,4.1,4.8,5.6
RIDLEY CORPORATION LIMITED,AU,Food Products,Agricultural Products,A,7,3.2,4.2,6.7
RIG CAPITAL TRUST I,US,Integrated Oil & Gas,Oil & Gas Exploration & Production,BB,3.3,2.7,3.4,4.7
"RIGEL PHARMACEUTICALS, INC",US,Biotechnology,Biotechnology,BB,3.8,3.1,3.6,6
RIGHTMOVE PLC,GB,Interactive Media & Services,Interactive Media & Services,AA,7.3,9.2,3.1,6.8
"RIGNET, INC",US,"Technology Hardware, Storage & Peripherals",Oil & Gas Equipment & Services,BB,3.9,2.4,4.5,4.2
"RIKEN KEIKI CO,LTD",JP,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,B,2.6,2.3,4.7,1.9
"RIKEN VITAMIN CO,LTD",JP,Food Products,Packaged Foods & Meats,B,2.2,3.2,5.9,1.6
"RIMINI STREET, INC",US,Software & Services,Application Software,BBB,4.3,4.3,3.6,4.9
"RINGCENTRAL, INC",US,Software & Services,Application Software,A,7.1,5.9,6,5.2
"RINGER HUT CO,LTD",JP,Restaurants,Restaurants,BB,2.9,1.6,4.8,5.1
RINGKJOEBING LANDBOBANK AKTIESELSKAB,DK,Banks,Regional Banks,BBB,4.6,2.6,2.9,7.1
RIO TINTO ALCAN INC,CA,Metals and Mining - Non-Precious Metals,Diversified Metals & Mining,A,6.7,4.2,4.1,5.7
RIO TINTO FINANCE (USA) LIMITED,AU,Metals and Mining - Non-Precious Metals,Diversified Metals & Mining,A,6.7,4.2,4.1,5.8
RIO TINTO FINANCE (USA) PLC,GB,Metals and Mining - Non-Precious Metals,Diversified Metals & Mining,A,6.7,4.2,4.1,5.7
RIO TINTO FINANCE PLC,GB,Metals and Mining - Non-Precious Metals,Diversified Metals & Mining,A,6.7,4.2,4.1,5.7
RIO TINTO LIMITED,AU,Metals and Mining - Non-Precious Metals,Diversified Metals & Mining,A,6.7,4.2,4.1,5.8
RIO TINTO PLC,GB,Metals and Mining - Non-Precious Metals,Diversified Metals & Mining,A,6.7,4.2,4.1,5.7
RIOCAN REAL ESTATE INVESTMENT TRUST,CA,Real Estate Management & Services,Retail REITs,BBB,5.5,7.4,5.1,4.7
"RIOT BLOCKCHAIN, INC",US,Software & Services,Application Software,BB,3.1,0,0.4,5.7
RISLAND (THAILAND) COMPANY LIMITED,TH,Real Estate Development & Diversified Activities,Real Estate Development,B,2.2,6.3,0.5,3
RISO KAGAKU CORPORATION,JP,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",B,2.7,2.1,3.8,4.5
RITCHIE BROS AUCTIONEERS INCORPORATED,CA,Commercial Services & Supplies,Diversified Support Services,AAA,10,8.1,7,7.5
"RITCHIE BROS HOLDINGS, INC",US,Commercial Services & Supplies,Diversified Support Services,AAA,10,8.1,7,7.5
RITE AID CORPORATION,US,Retail - Food & Staples,Drug Retail,BBB,5.7,6,3.9,5.4
RIVERIA COMMERCIAL DEVELOPERS LIMITED,IN,Real Estate Development & Diversified Activities,Diversified Real Estate Activities,BB,4.1,4.8,5.7,2.2
RKI Overseas Finance 2017 (A) Limited,HK,Real Estate Development & Diversified Activities,Real Estate Development,BB,3.2,4.2,3.1,3.5
RKP Overseas Finance 2016 (A) Limited,VG,Real Estate Development & Diversified Activities,Real Estate Development,BB,3.2,4.2,3.1,3.5
RKPF OVERSEAS 2019 (E) LIMITED,HK,Real Estate Development & Diversified Activities,Real Estate Development,BB,3.2,4.2,3.1,3.5
RKPF Overseas 2019 (A) Limited,HK,Real Estate Development & Diversified Activities,Real Estate Development,BB,3.2,4.2,3.1,3.5
RKPF Overseas 2020 (A) Limited,HK,Real Estate Development & Diversified Activities,Real Estate Development,BB,3.2,4.2,3.1,3.5
RL FINANCE BONDS NO 2 PLC,GB,Life & Health Insurance,,AA,7.2,4.5,4.6,7.5
RL FINANCE BONDS NO 3 PLC,GB,Life & Health Insurance,,AA,7.2,4.5,4.6,7.5
RL FINANCE BONDS NO 4 PLC,GB,Life & Health Insurance,,AA,7.2,4.5,4.6,7.5
RLI CORP,US,Property & Casualty Insurance,Property & Casualty Insurance,B,2.4,0.7,3.1,6
RLJ LODGING TRUST,US,Real Estate Management & Services,Hotel & Resort REITs,B,1.6,5,2,4.3
"RLJ LODGING TRUST, LP",US,Real Estate Management & Services,Hotel & Resort REITs,B,1.6,5,2,4.3
RLX Technology Inc,CN,Tobacco,Tobacco,CCC,0.5,0.3,2.5,2.6
RM PLC,GB,Software & Services,Application Software,A,7.1,4.4,5,6.6
"ROAD & BRIDGE INTERNATIONAL CO, LTD",CN,Construction & Engineering,Construction & Engineering,BB,3.8,4.1,2,4.4
"ROAD INFRASTRUCTURE INVESTMENT HOLDINGS, INC",US,Specialty Chemicals,Specialty Chemicals,AA,7.6,7.9,2,4.3
ROAD KING INFRASTRUCTURE LIMITED,HK,Real Estate Development & Diversified Activities,Real Estate Development,BB,3.2,4.2,3.1,3.5
